Tamaño,Densidad,Fitness Medio,Tiempo Medio
100,25,61799,160
100,50,126487,181
100,75,182335,205
100,100,247135,153
200,25,240085,439
200,50,537723,511
200,75,505577,388
200,100,877975,381
300,25,410959,941
300,50,1093397,1245
300,75,0,0
300,100,0,0
