Tamaño,Densidad,Fitness Medio,Tiempo Medio
100,25,61637,189
100,50,125187,186
100,75,182649,186
100,100,247603,161
200,25,235546,459
200,50,529608,622
200,75,495773,476
200,100,875657,457
300,25,398416,1193
300,50,1065169,1566
300,75,0,0
300,100,0,0
