Tamaño,Densidad,Fitness Medio,Tiempo Medio
100,25,62865,608
100,50,130687,663
100,75,189856,666
100,100,255321,652
200,25,244120,1323
200,50,562899,1518
200,75,551320,1289
200,100,919014,1278
300,25,426426,1694
300,50,1149977,2389
300,75,0,0
300,100,0,0
