Tamaño,Densidad,Fitness Medio,Tiempo Medio
100,25,63250,705
100,50,130790,755
100,75,190742,777
100,100,256207,760
200,25,245095,1269
200,50,568991,1699
200,75,553828,1482
200,100,924689,1545
300,25,429774,1653
300,50,1156483,2206
300,75,0,0
300,100,0,0
